sample	well_quality	cell_type	fastq_url	patient
HP1525301T2D_B6	OK	PSC cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632803/ERR1632803.fastq.gz	HP1525301T2D
HP1525301T2D_B7	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632804/ERR1632804.fastq.gz	HP1525301T2D
HP1525301T2D_B8	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632805/ERR1632805.fastq.gz	HP1525301T2D
HP1525301T2D_B9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632806/ERR1632806.fastq.gz	HP1525301T2D
HP1525301T2D_C1	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632807/ERR1632807.fastq.gz	HP1525301T2D
HP1525301T2D_C10	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632808/ERR1632808.fastq.gz	HP1525301T2D
HP1525301T2D_C11	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632809/ERR1632809.fastq.gz	HP1525301T2D
HP1525301T2D_C12	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632810/ERR1632810.fastq.gz	HP1525301T2D
HP1525301T2D_C13	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632811/ERR1632811.fastq.gz	HP1525301T2D
HP1525301T2D_C14	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632812/ERR1632812.fastq.gz	HP1525301T2D
HP1525301T2D_C15	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632813/ERR1632813.fastq.gz	HP1525301T2D
HP1525301T2D_C16	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632814/ERR1632814.fastq.gz	HP1525301T2D
HP1525301T2D_C17	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632815/ERR1632815.fastq.gz	HP1525301T2D
HP1525301T2D_C18	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632816/ERR1632816.fastq.gz	HP1525301T2D
HP1525301T2D_C19	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632817/ERR1632817.fastq.gz	HP1525301T2D
HP1525301T2D_C2	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632818/ERR1632818.fastq.gz	HP1525301T2D
HP1525301T2D_C20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632819/ERR1632819.fastq.gz	HP1525301T2D
HP1525301T2D_C21	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632820/ERR1632820.fastq.gz	HP1525301T2D
HP1525301T2D_C22	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632821/ERR1632821.fastq.gz	HP1525301T2D
HP1525301T2D_C23	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632822/ERR1632822.fastq.gz	HP1525301T2D
HP1525301T2D_C24	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632823/ERR1632823.fastq.gz	HP1525301T2D
HP1525301T2D_C3	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632824/ERR1632824.fastq.gz	HP1525301T2D
HP1525301T2D_C4	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632825/ERR1632825.fastq.gz	HP1525301T2D
HP1525301T2D_C5	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632826/ERR1632826.fastq.gz	HP1525301T2D
HP1525301T2D_C6	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632827/ERR1632827.fastq.gz	HP1525301T2D
HP1525301T2D_C7	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632828/ERR1632828.fastq.gz	HP1525301T2D
HP1525301T2D_C8	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632829/ERR1632829.fastq.gz	HP1525301T2D
HP1525301T2D_C9	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632830/ERR1632830.fastq.gz	HP1525301T2D
HP1525301T2D_D1	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632831/ERR1632831.fastq.gz	HP1525301T2D
HP1525301T2D_D10	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632832/ERR1632832.fastq.gz	HP1525301T2D
HP1525301T2D_D11	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632833/ERR1632833.fastq.gz	HP1525301T2D
HP1525301T2D_D12	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632834/ERR1632834.fastq.gz	HP1525301T2D
HP1525301T2D_D13	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632835/ERR1632835.fastq.gz	HP1525301T2D
HP1525301T2D_D14	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632836/ERR1632836.fastq.gz	HP1525301T2D
HP1525301T2D_D15	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632837/ERR1632837.fastq.gz	HP1525301T2D
HP1525301T2D_D16	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632838/ERR1632838.fastq.gz	HP1525301T2D
HP1525301T2D_D17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632839/ERR1632839.fastq.gz	HP1525301T2D
HP1525301T2D_D18	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632840/ERR1632840.fastq.gz	HP1525301T2D
HP1525301T2D_D19	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632841/ERR1632841.fastq.gz	HP1525301T2D
HP1525301T2D_D2	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632842/ERR1632842.fastq.gz	HP1525301T2D
HP1525301T2D_D20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632843/ERR1632843.fastq.gz	HP1525301T2D
HP1525301T2D_D21	OK	PSC cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632844/ERR1632844.fastq.gz	HP1525301T2D
HP1525301T2D_D22	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632845/ERR1632845.fastq.gz	HP1525301T2D
HP1525301T2D_D23	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632846/ERR1632846.fastq.gz	HP1525301T2D
HP1525301T2D_D24	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632847/ERR1632847.fastq.gz	HP1525301T2D
HP1525301T2D_D3	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632848/ERR1632848.fastq.gz	HP1525301T2D
HP1525301T2D_D4	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632849/ERR1632849.fastq.gz	HP1525301T2D
HP1525301T2D_D5	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632850/ERR1632850.fastq.gz	HP1525301T2D
HP1525301T2D_D6	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632851/ERR1632851.fastq.gz	HP1525301T2D
HP1525301T2D_D7	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632852/ERR1632852.fastq.gz	HP1525301T2D
HP1525301T2D_D8	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632853/ERR1632853.fastq.gz	HP1525301T2D
HP1525301T2D_D9	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632854/ERR1632854.fastq.gz	HP1525301T2D
HP1525301T2D_E1	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632855/ERR1632855.fastq.gz	HP1525301T2D
HP1525301T2D_E10	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632856/ERR1632856.fastq.gz	HP1525301T2D
HP1525301T2D_E11	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632857/ERR1632857.fastq.gz	HP1525301T2D
HP1525301T2D_E12	OK	PSC cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632858/ERR1632858.fastq.gz	HP1525301T2D
HP1525301T2D_E13	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632859/ERR1632859.fastq.gz	HP1525301T2D
HP1525301T2D_E14	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632860/ERR1632860.fastq.gz	HP1525301T2D
HP1525301T2D_E15	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632861/ERR1632861.fastq.gz	HP1525301T2D
HP1525301T2D_E16	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632862/ERR1632862.fastq.gz	HP1525301T2D
HP1525301T2D_E17	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632863/ERR1632863.fastq.gz	HP1525301T2D
HP1525301T2D_E18	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632864/ERR1632864.fastq.gz	HP1525301T2D
HP1525301T2D_E19	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632865/ERR1632865.fastq.gz	HP1525301T2D
HP1525301T2D_E2	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632866/ERR1632866.fastq.gz	HP1525301T2D
HP1525301T2D_E20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632867/ERR1632867.fastq.gz	HP1525301T2D
HP1525301T2D_E21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632868/ERR1632868.fastq.gz	HP1525301T2D
HP1525301T2D_E22	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632869/ERR1632869.fastq.gz	HP1525301T2D
HP1525301T2D_E23	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632870/ERR1632870.fastq.gz	HP1525301T2D
HP1525301T2D_E24	OK	PSC cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632871/ERR1632871.fastq.gz	HP1525301T2D
HP1525301T2D_E3	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632872/ERR1632872.fastq.gz	HP1525301T2D
HP1525301T2D_E4	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632873/ERR1632873.fastq.gz	HP1525301T2D
HP1525301T2D_E5	OK	PSC cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632874/ERR1632874.fastq.gz	HP1525301T2D
HP1525301T2D_E6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632875/ERR1632875.fastq.gz	HP1525301T2D
HP1525301T2D_E7	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632876/ERR1632876.fastq.gz	HP1525301T2D
HP1525301T2D_E8	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632877/ERR1632877.fastq.gz	HP1525301T2D
HP1525301T2D_E9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632878/ERR1632878.fastq.gz	HP1525301T2D
HP1525301T2D_F1	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632879/ERR1632879.fastq.gz	HP1525301T2D
HP1525301T2D_F10	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632880/ERR1632880.fastq.gz	HP1525301T2D
HP1525301T2D_F11	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632881/ERR1632881.fastq.gz	HP1525301T2D
HP1525301T2D_F12	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632882/ERR1632882.fastq.gz	HP1525301T2D
HP1525301T2D_F13	OK	unclassified endocrine cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632883/ERR1632883.fastq.gz	HP1525301T2D
HP1525301T2D_F14	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632884/ERR1632884.fastq.gz	HP1525301T2D
HP1525301T2D_F15	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632885/ERR1632885.fastq.gz	HP1525301T2D
HP1525301T2D_F16	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632886/ERR1632886.fastq.gz	HP1525301T2D
HP1525301T2D_F17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632887/ERR1632887.fastq.gz	HP1525301T2D
HP1525301T2D_F18	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632888/ERR1632888.fastq.gz	HP1525301T2D
HP1525301T2D_F19	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632889/ERR1632889.fastq.gz	HP1525301T2D
HP1525301T2D_F2	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632890/ERR1632890.fastq.gz	HP1525301T2D
HP1525301T2D_F20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632891/ERR1632891.fastq.gz	HP1525301T2D
HP1525301T2D_F21	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632892/ERR1632892.fastq.gz	HP1525301T2D
HP1525301T2D_F22	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632893/ERR1632893.fastq.gz	HP1525301T2D
HP1525301T2D_F23	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632894/ERR1632894.fastq.gz	HP1525301T2D
HP1525301T2D_F24	OK	PSC cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632895/ERR1632895.fastq.gz	HP1525301T2D
HP1525301T2D_F3	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632896/ERR1632896.fastq.gz	HP1525301T2D
HP1525301T2D_F4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632897/ERR1632897.fastq.gz	HP1525301T2D
HP1525301T2D_F5	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632898/ERR1632898.fastq.gz	HP1525301T2D
HP1525301T2D_F6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632899/ERR1632899.fastq.gz	HP1525301T2D
HP1525301T2D_F7	OK	PSC cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632900/ERR1632900.fastq.gz	HP1525301T2D
HP1525301T2D_F8	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632901/ERR1632901.fastq.gz	HP1525301T2D
HP1525301T2D_F9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632902/ERR1632902.fastq.gz	HP1525301T2D
HP1525301T2D_G1	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632903/ERR1632903.fastq.gz	HP1525301T2D
HP1525301T2D_G10	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632904/ERR1632904.fastq.gz	HP1525301T2D
HP1525301T2D_G11	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632905/ERR1632905.fastq.gz	HP1525301T2D
HP1525301T2D_G12	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632906/ERR1632906.fastq.gz	HP1525301T2D
HP1525301T2D_G13	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632907/ERR1632907.fastq.gz	HP1525301T2D
HP1525301T2D_G14	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632908/ERR1632908.fastq.gz	HP1525301T2D
HP1525301T2D_G15	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632909/ERR1632909.fastq.gz	HP1525301T2D
HP1525301T2D_G16	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632910/ERR1632910.fastq.gz	HP1525301T2D
HP1525301T2D_G17	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632911/ERR1632911.fastq.gz	HP1525301T2D
HP1525301T2D_G18	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632912/ERR1632912.fastq.gz	HP1525301T2D
HP1525301T2D_G19	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632913/ERR1632913.fastq.gz	HP1525301T2D
HP1525301T2D_G2	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632914/ERR1632914.fastq.gz	HP1525301T2D
HP1525301T2D_G20	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632915/ERR1632915.fastq.gz	HP1525301T2D
HP1525301T2D_G21	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632916/ERR1632916.fastq.gz	HP1525301T2D
HP1525301T2D_G22	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632917/ERR1632917.fastq.gz	HP1525301T2D
HP1525301T2D_G23	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632918/ERR1632918.fastq.gz	HP1525301T2D
HP1525301T2D_G24	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632919/ERR1632919.fastq.gz	HP1525301T2D
HP1525301T2D_G3	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632920/ERR1632920.fastq.gz	HP1525301T2D
HP1525301T2D_G4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632921/ERR1632921.fastq.gz	HP1525301T2D
HP1525301T2D_G5	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632922/ERR1632922.fastq.gz	HP1525301T2D
HP1525301T2D_G6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632923/ERR1632923.fastq.gz	HP1525301T2D
HP1525301T2D_G7	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632924/ERR1632924.fastq.gz	HP1525301T2D
HP1525301T2D_G8	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632925/ERR1632925.fastq.gz	HP1525301T2D
HP1525301T2D_G9	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632926/ERR1632926.fastq.gz	HP1525301T2D
HP1525301T2D_H1	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632927/ERR1632927.fastq.gz	HP1525301T2D
HP1525301T2D_H10	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632928/ERR1632928.fastq.gz	HP1525301T2D
HP1525301T2D_H11	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632929/ERR1632929.fastq.gz	HP1525301T2D
HP1525301T2D_H12	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632930/ERR1632930.fastq.gz	HP1525301T2D
HP1525301T2D_H13	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632931/ERR1632931.fastq.gz	HP1525301T2D
HP1525301T2D_H14	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632932/ERR1632932.fastq.gz	HP1525301T2D
HP1525301T2D_H15	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632933/ERR1632933.fastq.gz	HP1525301T2D
HP1525301T2D_H16	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632934/ERR1632934.fastq.gz	HP1525301T2D
HP1525301T2D_H17	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632935/ERR1632935.fastq.gz	HP1525301T2D
HP1525301T2D_H18	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632936/ERR1632936.fastq.gz	HP1525301T2D
HP1525301T2D_H19	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632937/ERR1632937.fastq.gz	HP1525301T2D
HP1525301T2D_H2	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632938/ERR1632938.fastq.gz	HP1525301T2D
HP1525301T2D_H20	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632939/ERR1632939.fastq.gz	HP1525301T2D
HP1525301T2D_H21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632940/ERR1632940.fastq.gz	HP1525301T2D
HP1525301T2D_H22	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632941/ERR1632941.fastq.gz	HP1525301T2D
HP1525301T2D_H23	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632942/ERR1632942.fastq.gz	HP1525301T2D
HP1525301T2D_H24	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632943/ERR1632943.fastq.gz	HP1525301T2D
HP1525301T2D_H3	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632944/ERR1632944.fastq.gz	HP1525301T2D
HP1525301T2D_H4	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632945/ERR1632945.fastq.gz	HP1525301T2D
HP1525301T2D_H5	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632946/ERR1632946.fastq.gz	HP1525301T2D
HP1525301T2D_H6	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632947/ERR1632947.fastq.gz	HP1525301T2D
HP1525301T2D_H7	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632948/ERR1632948.fastq.gz	HP1525301T2D
HP1525301T2D_H8	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632949/ERR1632949.fastq.gz	HP1525301T2D
HP1525301T2D_H9	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632950/ERR1632950.fastq.gz	HP1525301T2D
HP1525301T2D_I1	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632951/ERR1632951.fastq.gz	HP1525301T2D
HP1525301T2D_I10	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632952/ERR1632952.fastq.gz	HP1525301T2D
HP1525301T2D_I11	OK	MHC class II cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632953/ERR1632953.fastq.gz	HP1525301T2D
HP1525301T2D_I12	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632954/ERR1632954.fastq.gz	HP1525301T2D
HP1525301T2D_I13	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632955/ERR1632955.fastq.gz	HP1525301T2D
HP1525301T2D_I14	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632956/ERR1632956.fastq.gz	HP1525301T2D
HP1525301T2D_I15	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632957/ERR1632957.fastq.gz	HP1525301T2D
HP1525301T2D_I16	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632958/ERR1632958.fastq.gz	HP1525301T2D
HP1525301T2D_I17	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632959/ERR1632959.fastq.gz	HP1525301T2D
HP1525301T2D_I18	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632960/ERR1632960.fastq.gz	HP1525301T2D
HP1525301T2D_I19	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632961/ERR1632961.fastq.gz	HP1525301T2D
