patient	plate	sample	Tumor	celltype1	fq1_url	fq2_url
Melanoma_89	CY89COREQ1	CY89COREQ1_B12_S312_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-B12_S312_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-B12_S312_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_A10_S10_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-A10_S10_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-A10_S10_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_A10_S490_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A10_S490_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A10_S490_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_A12_S12_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-A12_S12_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-A12_S12_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_D04_S328_comb	nonTumor	Macrophage	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D04_S328_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D04_S328_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_F05_S449_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-F05_S449_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-F05_S449_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_B11_S311_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-B11_S311_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-B11_S311_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_E07_S343_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-E07_S343_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-E07_S343_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_C10_S34_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-C10_S34_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-C10_S34_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_G06_S174_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-G06_S174_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-G06_S174_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_B06_S306_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-B06_S306_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-B06_S306_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_A08_S200_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-A08_S200_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-A08_S200_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_E03_S51_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-E03_S51_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-E03_S51_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_H07_S283_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-H07_S283_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-H07_S283_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_H01_S373_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-H01_S373_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-H01_S373_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_B06_S18_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-B06_S18_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-B06_S18_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_D12_S336_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D12_S336_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D12_S336_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_C02_S26_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-C02_S26_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-C02_S26_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_D02_S326_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D02_S326_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D02_S326_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_H11_S575_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-H11_S575_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-H11_S575_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_B08_S212_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-B08_S212_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-B08_S212_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_H01_S85_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-H01_S85_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-H01_S85_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_F07_S547_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-F07_S547_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-F07_S547_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_A07_S103_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-A07_S103_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-A07_S103_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_A05_S485_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A05_S485_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A05_S485_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_G06_S366_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-G06_S366_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-G06_S366_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_B08_S20_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-B08_S20_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-B08_S20_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_E04_S148_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-E04_S148_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-E04_S148_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_E03_S531_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-E03_S531_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-E03_S531_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_F10_S550_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-F10_S550_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-F10_S550_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_F07_S259_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-F07_S259_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-F07_S259_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_H03_S183_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-H03_S183_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-H03_S183_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_H10_S94_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-H10_S94_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-H10_S94_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_C08_S32_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-C08_S32_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-C08_S32_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_D09_S429_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-D09_S429_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-D09_S429_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_F04_S544_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-F04_S544_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-F04_S544_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_G10_S178_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-G10_S178_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-G10_S178_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_F06_S546_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-F06_S546_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-F06_S546_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_G02_S458_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-G02_S458_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-G02_S458_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_F06_S354_comb	nonTumor	Macrophage	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-F06_S354_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-F06_S354_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_G10_S370_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-G10_S370_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-G10_S370_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_F12_S552_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-F12_S552_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-F12_S552_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_H05_S473_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-H05_S473_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-H05_S473_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_A12_S492_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A12_S492_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A12_S492_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_H10_S382_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-H10_S382_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-H10_S382_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_A11_S395_comb	Unknown	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-A11_S395_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-A11_S395_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_E12_S348_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-E12_S348_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-E12_S348_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_C12_S420_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-C12_S420_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-C12_S420_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_G05_S365_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-G05_S365_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-G05_S365_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_H03_S567_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-H03_S567_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-H03_S567_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_A06_S390_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-A06_S390_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-A06_S390_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_E09_S441_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-E09_S441_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-E09_S441_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_G05_S77_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-G05_S77_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-G05_S77_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_G11_S179_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-G11_S179_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-G11_S179_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_B07_S115_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-B07_S115_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-B07_S115_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_D03_S135_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-D03_S135_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-D03_S135_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_G03_S555_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-G03_S555_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-G03_S555_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_D04_S136_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-D04_S136_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-D04_S136_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_D07_S331_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D07_S331_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D07_S331_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_F08_S452_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-F08_S452_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-F08_S452_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_C10_S322_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-C10_S322_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-C10_S322_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_E09_S537_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-E09_S537_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-E09_S537_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_E03_S339_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-E03_S339_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-E03_S339_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_E04_S52_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-E04_S52_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-E04_S52_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_G01_S553_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-G01_S553_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-G01_S553_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_C08_S320_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-C08_S320_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-C08_S320_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_G01_S361_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-G01_S361_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-G01_S361_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_F04_S352_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-F04_S352_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-F04_S352_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_D08_S44_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-D08_S44_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-D08_S44_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_F03_S255_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-F03_S255_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-F03_S255_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_C08_S416_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-C08_S416_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-C08_S416_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_E08_S152_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-E08_S152_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-E08_S152_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_F12_S72_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-F12_S72_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-F12_S72_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_A08_S8_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-A08_S8_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-A08_S8_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_E01_S241_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-E01_S241_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-E01_S241_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_G05_S173_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-G05_S173_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-G05_S173_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_G04_S556_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-G04_S556_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-G04_S556_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_G07_S79_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-G07_S79_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-G07_S79_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_F06_S162_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-F06_S162_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-F06_S162_comb_R2_001.fastq.gz
